dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
sabado;RS;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Anoitecer;Ceu Claro;Curva
sabado;SC;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
sabado;MT;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
sabado;MG;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Anoitecer;Chuva;Curva
sabado;RN;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;AL;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;Reta
sabado;ES;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
sabado;PR;Velocidade Incompativel;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;Reta
sabado;PE;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;GO;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
sabado;RR;Restricao de Visibilidade;Colisao traseira;Com Vitimas Fatais;Plena Noite;Ceu Claro;Reta
sabado;AM;Defeito na Via;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
sabado;RS;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;RS;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Plena Noite;Ceu Claro;Nao Informado
sabado;BA;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
sabado;RJ;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Nublado;Nao Informado
sabado;PR;Condutor Dormindo;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;PA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Anoitecer;Nublado;Curva
sabado;MA;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
sabado;RS;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Plena Noite;Ceu Claro;Reta
sabado;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;PI;Ingestao de Alcool;Tombamento;Sem Vitimas;Plena Noite;Nublado;Reta
sabado;BA;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
sabado;PB;Velocidade Incompativel;Tombamento;Com Vitimas Fatais;Plena Noite;Nublado;Curva
sabado;MG;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Plena Noite;Chuva;Curva
sabado;SC;Restricao de Visibilidade;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;RS;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;MS;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
sabado;SC;Velocidade Incompativel;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;PR;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Plena Noite;Nublado;Reta
sabado;GO;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Plena Noite;Garoa/Chuvisco;Reta
sabado;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;PR;Ingestao de Alcool;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
sabado;MA;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Fatais;Pleno dia;Ceu Claro;Nao Informado
sabado;PR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;MT;Desobedincia nas normas de transito pelo pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Chuva;Retorno Regulamentado
sabado;MT;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
sabado;RR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;SC;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
sabado;RJ;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
sabado;GO;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
sabado;SC;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Tunel
sabado;PR;Ingestao de Alcool;Colisao frontal;Sem Vitimas;Plena Noite;Nublado;Curva
sabado;MA;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Nublado;Reta
sabado;PR;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
domingo;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;AL;Ingestao de Alcool;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;SC;Nao guardar distancia de seguranca;Engavetamento;Com Vitimas Feridas;Plena Noite;Ignorado;Curva
domingo;SE;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PR;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;BA;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;BA;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Sem Vitimas;Pleno dia;Sol;Curva
domingo;PR;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;CE;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SE;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ignorado;Nao Informado
domingo;GO;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
domingo;GO;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Plena Noite;Ceu Claro;Desvio Temporario
domingo;MT;Ingestao de Alcool;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Ceu Claro;Reta
sabado;MT;Falta de Atencao Conducao;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;PR;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;Nao Informado
domingo;RJ;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;RJ;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;SP;Nao guardar distancia de seguranca;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MA;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;SP;Deficincia ou nao Acionamento do Sistema de Iluminacao/Sinalizacao do Veiculo;Colisao lateral;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;MG;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MT;Ingestao de Alcool;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;MA;Falta de Atencao Conducao;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;Nao Informado
domingo;ES;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Nublado;Reta
domingo;PR;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
sabado;SC;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;RS;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SC;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;RJ;Restricao de Visibilidade;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;SC;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;SP;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;RS;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Ceu Claro;Ponte
domingo;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;SC;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PR;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;MS;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SE;Condutor Dormindo;Tombamento;Sem Vitimas;Amanhecer;Nublado;Rotatoria
domingo;DF;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nublado;Reta
domingo;PI;Ingestao de Alcool;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Rotatoria
domingo;ES;Animais na Pista;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;PR;Ingestao de Alcool;Capotamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;GO;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Amanhecer;Nublado;Reta
domingo;SC;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;PI;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Amanhecer;Chuva;Reta
domingo;PR;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Amanhecer;Ceu Claro;Nao Informado
domingo;SC;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;SP;Desobediencia nas normas de transito pelo condutor;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Amanhecer;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;RS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Ceu Claro;Curva
domingo;GO;Ultrapassagem Indevida;Colisao frontal;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;PR;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;PR;Falta de Atencao Conducao;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
domingo;MS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
sabado;RO;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Curva
domingo;DF;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Amanhecer;Nublado;Reta
domingo;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Nublado;Curva
domingo;ES;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Sol;Reta
domingo;PB;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Nublado;Intersecao de vias
domingo;MS;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Rotatoria
domingo;SP;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
domingo;MG;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;TO;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Curva
quinta-feira;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
domingo;MT;Deficincia ou nao Acionamento do Sistema de Iluminacao/Sinalizacao do Veiculo;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;DF;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;BA;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Curva
domingo;ES;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
sabado;BA;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;PE;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;Curva
domingo;PE;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;PE;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
domingo;GO;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Curva
domingo;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
domingo;PE;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Rotatoria
quinta-feira;PR;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SP;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;MG;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;MG;Fenomenos da Natureza;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;AL;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
domingo;MG;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;ES;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Retorno Regulamentado
domingo;RO;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Desvio Temporario
domingo;CE;Velocidade Incompativel;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;MS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
domingo;PE;Defeito na Via;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Reta
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;SP;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;RO;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;RO;Nao guardar distancia de seguranca;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;MG;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MT;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;PE;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;PE;Animais na Pista;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
sabado;SC;Ingestao de Substancias Psicoativas;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MG;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Nao Informado
domingo;MS;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Fatais;Pleno dia;Chuva;Reta
domingo;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;ES;Carga excessiva e/ou mal acondicionada;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Curva
domingo;CE;Falta de Atencao Conducao;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Nublado;Reta
domingo;MS;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;MS;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;MG;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Curva
domingo;RS;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;PR;Ingestao de Alcool;Colisao com objeto estatico;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;BA;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MG;Fenomenos da Natureza;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
domingo;SC;Velocidade Incompativel;Colisao frontal;Com Vitimas Feridas;Pleno dia;Sol;Curva
domingo;BA;Falta de Atencao do Pedestre;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;MG;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Chuva;Curva
domingo;MG;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;ES;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
domingo;RN;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Garoa/Chuvisco;Reta
domingo;PR;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;GO;Ultrapassagem Indevida;Colisao lateral;Sem Vitimas;Pleno dia;Chuva;Reta
domingo;PR;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;GO;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;PE;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Chuva;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;CE;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;RO;Pista Escorregadia;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Reta
domingo;PE;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;RS;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;ES;Velocidade Incompativel;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Desvio Temporario
domingo;RJ;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Chuva;Curva
domingo;PE;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;SC;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Colisao lateral;Com Vitimas Feridas;Anoitecer;Nublado;Reta
domingo;DF;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;SP;Pista Escorregadia;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;AL;Ingestao de Alcool;Colisao com objeto em movimento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;PE;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;MS;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PE;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Nublado;Rotatoria
domingo;RJ;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Anoitecer;Chuva;Reta
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;ES;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Fatais;Plena Noite;Ceu Claro;Intersecao de vias
domingo;GO;Restricao de Visibilidade;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;MT;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Anoitecer;Nublado;Reta
domingo;PR;Desobedincia nas normas de transito pelo pedestre;Colisao lateral;Sem Vitimas;Plena Noite;Nublado;Desvio Temporario
domingo;GO;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MG;Ingestao de Alcool e/ou substancias psicoativas pelo pedestre;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;RR;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;BA;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;MG;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
domingo;MA;Mal Subito;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Reta
domingo;SC;Ingestao de Alcool;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;CE;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ignorado;Reta
domingo;PR;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;BA;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PR;Agressao Externa;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Nao Informado
domingo;RR;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;ES;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SP;Condutor Dormindo;Tombamento;Sem Vitimas;Anoitecer;Ceu Claro;Nao Informado
domingo;SC;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
domingo;SC;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Nublado;Intersecao de vias
domingo;RS;Condutor Dormindo;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MG;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Ceu Claro;Retorno Regulamentado
domingo;SC;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PA;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PE;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;Curva
domingo;PR;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Plena Noite;Ceu Claro;Intersecao de vias
domingo;MS;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;PB;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RO;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;RS;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;PR;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;SP;Velocidade Incompativel;Colisao frontal;Com Vitimas Fatais;Plena Noite;Chuva;Curva
domingo;BA;Ingestao de Alcool;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;MA;Falta de Atencao Conducao;Colisao lateral;Sem Vitimas;Plena Noite;Nublado;Reta
domingo;SC;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;CE;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;GO;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
