dia_semana;uf;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tracado_via
domingo;RJ;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;GO;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
domingo;MT;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
domingo;MA;Defeito na Via;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Chuva;Desvio Temporario
domingo;SE;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;MT;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RJ;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;RS;Desobedincia nas normas de transito pelo pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;RS;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;MG;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;Curva
domingo;DF;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;SC;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Chuva;Reta
domingo;PE;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
domingo;SC;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MG;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;ES;Sinalizacao da via insuficiente ou inadequada;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Ingestao de Alcool;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;SC;Falta de Atencao Conducao;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;Curva
segunda-feira;SC;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;SC;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
domingo;PA;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Curva
domingo;RS;Ingestao de Alcool;Capotamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
domingo;MG;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
domingo;MT;Ingestao de Alcool;Tombamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
segunda-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
domingo;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Chuva;Reta
segunda-feira;GO;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;GO;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Chuva;Reta
domingo;SC;Animais na Pista;Atropelamento de Animal;Com Vitimas Fatais;Plena Noite;Ceu Claro;Desvio Temporario
segunda-feira;PI;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
domingo;MT;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;Reta
domingo;BA;Ingestao de Alcool;Colisao frontal;Com Vitimas Fatais;Plena Noite;Garoa/Chuvisco;Nao Informado
segunda-feira;TO;Desobediencia nas normas de transito pelo condutor;Colisao frontal;Com Vitimas Fatais;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Velocidade Incompativel;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;MG;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;CE;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;MG;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;Retorno Regulamentado
terca-feira;MT;Falta de Atencao Conducao;Tombamento;Sem Vitimas;Plena Noite;Garoa/Chuvisco;Nao Informado
segunda-feira;GO;Avarias e/ou desgaste excessivo no pneu;Capotamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Nao Informado
segunda-feira;PR;Ingestao de Alcool;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Condutor Dormindo;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;Reta
domingo;SC;Ultrapassagem Indevida;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ignorado;Reta
segunda-feira;MG;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Amanhecer;Ceu Claro;Reta
segunda-feira;GO;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Fatais;Amanhecer;Chuva;Reta
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Amanhecer;Nublado;Retorno Regulamentado
segunda-feira;SP;Falta de Atencao Conducao;Capotamento;Com Vitimas Feridas;Amanhecer;Nublado;Curva
segunda-feira;RJ;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Fatais;Amanhecer;Ceu Claro;Reta
segunda-feira;PA;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Amanhecer;Ceu Claro;Intersecao de vias
domingo;MG;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;RS;Condutor Dormindo;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Sol;Reta
segunda-feira;RO;Defeito na Via;Tombamento;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Nao Informado
segunda-feira;MA;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Chuva;Reta
domingo;BA;Falta de Atencao Conducao;Capotamento;Sem Vitimas;Plena Noite;Ceu Claro;Curva
segunda-feira;MT;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Amanhecer;Sol;Reta
sexta-feira;PI;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;SP;Avarias e/ou desgaste excessivo no pneu;Capotamento;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;MS;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Nublado;Reta
segunda-feira;RJ;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;BA;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Curva
segunda-feira;RN;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Intersecao de vias
segunda-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;Intersecao de vias
segunda-feira;PB;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Retorno Regulamentado
segunda-feira;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;Desvio Temporario
segunda-feira;SC;Falta de Atencao Conducao;Tombamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;RJ;Condutor Dormindo;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;BA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Curva
segunda-feira;DF;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;PB;Avarias e/ou desgaste excessivo no pneu;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;SC;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;GO;Defeito Mecanico no Veiculo;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;PR;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;SC;Pista Escorregadia;Tombamento;Com Vitimas Fatais;Pleno dia;Sol;Reta
segunda-feira;PR;Mal Subito;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;ES;Velocidade Incompativel;Tombamento;Com Vitimas Fatais;Amanhecer;Sol;Curva
domingo;MS;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;MG;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ignorado;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;MG;Ingestao de Alcool;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Curva
segunda-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
segunda-feira;MG;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;MG;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;RJ;Mal Subito;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;RJ;Defeito Mecanico no Veiculo;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;CE;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;PI;Pista Escorregadia;Colisao lateral;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Curva
segunda-feira;AC;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;BA;Ingestao de Alcool;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;PB;Defeito na Via;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;BA;Velocidade Incompativel;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Viaduto
segunda-feira;PE;Defeito Mecanico no Veiculo;Incendio;Com Vitimas Feridas;Pleno dia;Ignorado;Curva
segunda-feira;SE;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Reta
segunda-feira;BA;Condutor Dormindo;Colisao lateral;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Desvio Temporario
segunda-feira;MG;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;ES;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;SC;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;MS;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;Curva
segunda-feira;SP;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;PR;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;GO;Pista Escorregadia;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Chuva;Nao Informado
segunda-feira;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Falta de Atencao Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia;Nublado;Curva
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;RS;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;SC;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;MS;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;Intersecao de vias
segunda-feira;PE;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Fatais;Pleno dia;Chuva;Reta
segunda-feira;MG;Defeito Mecanico no Veiculo;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Nublado;Curva
segunda-feira;SC;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Ceu Claro;Ponte
segunda-feira;PR;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Intersecao de vias
segunda-feira;PE;Sinalizacao da via insuficiente ou inadequada;Derramamento de carga;Sem Vitimas;Anoitecer;Chuva;Reta
segunda-feira;SE;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;Curva
segunda-feira;MA;Avarias e/ou desgaste excessivo no pneu;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;MG;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Nao Informado
segunda-feira;MG;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia;Nublado;Curva
segunda-feira;CE;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Chuva;Retorno Regulamentado
segunda-feira;MG;Falta de Atencao Conducao;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia;Sol;Rotatoria
segunda-feira;PR;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;Nao Informado
segunda-feira;GO;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Pleno dia;Nublado;Nao Informado
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Anoitecer;Nublado;Reta
segunda-feira;PR;Defeito Mecanico no Veiculo;Engavetamento;Com Vitimas Feridas;Pleno dia;Sol;Reta
segunda-feira;AM;Agressao Externa;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
segunda-feira;RJ;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Anoitecer;Nublado;Curva
segunda-feira;MG;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;PB;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Nublado;Desvio Temporario
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;Curva
segunda-feira;MG;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto estatico;Sem Vitimas;Anoitecer;Ceu Claro;Reta
segunda-feira;RO;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;Reta
segunda-feira;SC;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Fatais;Pleno dia;Nublado;Reta
segunda-feira;SP;Ingestao de Alcool;Capotamento;Com Vitimas Feridas;Plena Noite;Nublado;Curva
segunda-feira;SP;Ingestao de Alcool;Colisao com objeto estatico;Sem Vitimas;Plena Noite;Nublado;Reta
segunda-feira;BA;Desobediencia nas normas de transito pelo condutor;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;Reta
segunda-feira;PR;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Curva
segunda-feira;SP;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Plena Noite;Ceu Claro;Reta
segunda-feira;BA;Ingestao de Alcool;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;MG;Condutor Dormindo;Tombamento;Sem Vitimas;Plena Noite;Nublado;Curva
segunda-feira;SP;Ingestao de Alcool;Colisao transversal;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;MS;Desobediencia nas normas de transito pelo condutor;Tombamento;Sem Vitimas;Pleno dia;Ceu Claro;Reta
segunda-feira;PE;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Anoitecer;Ceu Claro;Intersecao de vias
segunda-feira;PR;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;RR;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Fatais;Plena Noite;Nublado;Curva
segunda-feira;RN;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;GO;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;Nao Informado
segunda-feira;DF;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Chuva;Nao Informado
segunda-feira;DF;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;MG;Falta de Atencao Conducao;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Velocidade Incompativel;Colisao com objeto estatico;Sem Vitimas;Anoitecer;Chuva;Nao Informado
segunda-feira;BA;Ingestao de Alcool;Colisao lateral;Sem Vitimas;Plena Noite;Ceu Claro;Reta
segunda-feira;SP;Falta de Atencao Conducao;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;Reta
segunda-feira;PR;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Plena Noite;Ignorado;Nao Informado
segunda-feira;MG;Ingestao de Alcool;Colisao frontal;Com Vitimas Fatais;Plena Noite;Nublado;Reta
segunda-feira;RO;Falta de Atencao Conducao;Colisao frontal;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;Reta
segunda-feira;RJ;Desobediencia nas normas de transito pelo condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;SC;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Intersecao de vias
segunda-feira;RJ;Defeito na Via;Colisao com objeto estatico;Com Vitimas Feridas;Anoitecer;Ceu Claro;Nao Informado
segunda-feira;ES;Falta de Atencao Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PR;Pista Escorregadia;Saida de leito carrocavel;Sem Vitimas;Anoitecer;Chuva;Desvio Temporario
segunda-feira;PI;Animais na Pista;Atropelamento de Animal;Com Vitimas Fatais;Plena Noite;Chuva;Reta
quinta-feira;PA;Pista Escorregadia;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;Desvio Temporario
segunda-feira;MT;Defeito na Via;Saida de leito carrocavel;Com Vitimas Feridas;Anoitecer;Nublado;Reta
segunda-feira;MG;Velocidade Incompativel;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Nublado;Curva
segunda-feira;CE;Falta de Atencao Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;RJ;Velocidade Incompativel;Colisao frontal;Com Vitimas Fatais;Plena Noite;Nublado;Curva
terca-feira;SC;Velocidade Incompativel;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
segunda-feira;PA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;Reta
segunda-feira;SP;Defeito Mecanico no Veiculo;Incendio;Com Vitimas Feridas;Plena Noite;Nublado;Reta
terca-feira;ES;Animais na Pista;Capotamento;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;MG;Carga excessiva e/ou mal acondicionada;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;Curva
terca-feira;GO;Condutor Dormindo;Colisao lateral;Com Vitimas Feridas;Plena Noite;Chuva;Reta
segunda-feira;SC;Desobediencia nas normas de transito pelo condutor;Colisao lateral;Sem Vitimas;Plena Noite;Ceu Claro;Reta
terca-feira;MG;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Vento;Reta
terca-feira;PR;Falta de Atencao Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;Desvio Temporario
terca-feira;GO;Ingestao de Alcool;Colisao frontal;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;PR;Falta de Atencao Conducao;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;Reta
terca-feira;PR;Ingestao de Alcool;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;Nao Informado
segunda-feira;PR;Condutor Dormindo;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite;Ceu Claro;Reta
terca-feira;GO;Restricao de Visibilidade;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;Reta
